emp_no,first_name,last_name,title,from_date,to_date,dept_name
476456,Remko,Rodiger,Senior Staff,1994-05-01,1999-01-01,Sales
476456,Remko,Rodiger,Staff,1989-05-01,1994-05-01,Sales
476468,Sasan,Zlotek,Staff,1994-11-14,1999-01-01,Research
476469,Mayumi,Lamma,Senior Staff,1988-05-28,1999-01-01,Finance
476478,Rosli,Perez,Engineer,1986-03-26,1994-03-26,Production
476478,Rosli,Perez,Senior Engineer,1994-03-26,1999-01-01,Production
476492,Gully,Dichev,Senior Staff,2001-04-11,1999-01-01,Sales
476492,Gully,Dichev,Staff,1996-04-11,2001-04-11,Sales
476495,Lijia,Honiden,Engineer,1988-09-24,1996-09-24,Development
476495,Lijia,Honiden,Senior Engineer,1996-09-24,1999-01-01,Development
476509,Mizuhito,Kornyak,Senior Staff,1991-08-22,1999-01-01,Sales
476509,Mizuhito,Kornyak,Staff,1985-08-22,1991-08-22,Sales
476510,Alagu,Gimarc,Senior Staff,1998-03-29,1999-01-01,Sales
476510,Alagu,Gimarc,Staff,1989-03-29,1998-03-29,Sales
476533,Xumin,Penn,Technique Leader,1988-04-06,1999-01-01,Development
476542,Huei,Tempesti,Senior Staff,1995-10-22,1999-01-01,Customer Service
476542,Huei,Tempesti,Staff,1987-10-22,1995-10-22,Customer Service
476542,Huei,Tempesti,Senior Staff,1995-10-22,1999-01-01,Marketing
476542,Huei,Tempesti,Staff,1987-10-22,1995-10-22,Marketing
476558,Christoper,Chelton,Senior Staff,1998-07-08,1999-01-01,Customer Service
476564,Zhilian,Brookner,Senior Staff,1991-02-26,1999-01-01,Sales
476564,Zhilian,Brookner,Staff,1985-02-26,1991-02-26,Sales
476584,Gonzalo,Noriega,Senior Staff,2001-02-09,1999-01-01,Customer Service
476584,Gonzalo,Noriega,Staff,1993-02-09,2001-02-09,Customer Service
476584,Gonzalo,Noriega,Senior Staff,2001-02-09,1999-01-01,Sales
476584,Gonzalo,Noriega,Staff,1993-02-09,2001-02-09,Sales
476587,Sukumar,Huhdanpaa,Engineer,1986-04-03,1995-04-03,Development
476587,Sukumar,Huhdanpaa,Senior Engineer,1995-04-03,1999-01-01,Development
476596,Lijie,Kaminger,Senior Staff,1993-07-05,1999-01-01,Finance
476596,Lijie,Kaminger,Staff,1988-07-05,1993-07-05,Finance
476618,Achilleas,Kawashimo,Senior Staff,1994-12-16,1999-01-01,Human Resources
476618,Achilleas,Kawashimo,Staff,1985-12-16,1994-12-16,Human Resources
476621,Janalee,Terlouw,Engineer,1986-02-07,1994-02-07,Production
476621,Janalee,Terlouw,Senior Engineer,1994-02-07,1999-01-01,Production
476628,Hinrich,Plesums,Senior Staff,1992-05-22,1999-01-01,Finance
476628,Hinrich,Plesums,Staff,1986-05-23,1992-05-22,Finance
476652,Baziley,Lichtner,Engineer,1985-05-24,1992-05-24,Development
476652,Baziley,Lichtner,Senior Engineer,1992-05-24,1999-01-01,Development
476657,Georgy,Sabnani,Staff,1996-12-14,1999-01-01,Research
476671,KayLiang,Winter,Senior Staff,1999-01-07,1999-01-01,Sales
476702,Uwe,Speel,Engineer,1999-09-22,1999-01-01,Quality Management
476724,Kagan,Kamble,Senior Staff,2001-01-12,1999-01-01,Sales
476724,Kagan,Kamble,Staff,1993-01-12,2001-01-12,Sales
476733,Nechama,Bach,Engineer,1995-12-22,1999-01-01,Production
476742,Sanjit,Matzen,Staff,1998-02-02,1999-01-01,Finance
476761,Baziley,Morrey,Engineer,1986-05-20,1995-05-20,Production
476761,Baziley,Morrey,Senior Engineer,1995-05-20,1999-01-01,Production
476783,Gino,Leaver,Engineer,1989-08-23,1994-08-23,Development
476783,Gino,Leaver,Senior Engineer,1994-08-23,1999-01-01,Development
476796,Navin,Kilgour,Senior Engineer,1994-01-17,1999-01-01,Production
476807,Peer,Pusterhofer,Senior Engineer,1994-07-06,1999-01-01,Production
476815,Yonghong,Camurati,Senior Staff,1995-12-22,1999-01-01,Marketing
476819,Jianhao,Pehl,Engineer,1986-11-22,1995-11-22,Development
476819,Jianhao,Pehl,Senior Engineer,1995-11-22,1999-01-01,Development
476822,Yongqiao,Merli,Senior Staff,1997-07-01,1999-01-01,Sales
476822,Yongqiao,Merli,Staff,1988-07-01,1997-07-01,Sales
476822,Yongqiao,Merli,Senior Staff,1997-07-01,1999-01-01,Finance
476822,Yongqiao,Merli,Staff,1988-07-01,1997-07-01,Finance
476825,Hiroyasu,Kitsuregawa,Senior Staff,1991-06-15,1999-01-01,Marketing
476825,Hiroyasu,Kitsuregawa,Staff,1985-06-15,1991-06-15,Marketing
476829,Rosita,Godskesen,Engineer,1985-09-19,1991-09-19,Production
476829,Rosita,Godskesen,Senior Engineer,1991-09-19,1999-01-01,Production
476865,Vasilis,Imataki,Engineer,1986-06-13,1994-06-13,Production
476865,Vasilis,Imataki,Senior Engineer,1994-06-13,1999-01-01,Production
476894,Serap,Grospietsch,Senior Engineer,1986-03-20,1999-01-01,Development
476898,Ronghao,Bratten,Assistant Engineer,1988-04-05,1997-04-04,Development
476898,Ronghao,Bratten,Engineer,1997-04-04,1999-01-01,Development
476922,Idoia,Kobuchi,Engineer,1997-06-27,1999-01-01,Production
476933,Mayuri,Kobara,Senior Staff,2002-05-10,1999-01-01,Human Resources
476933,Mayuri,Kobara,Staff,1997-05-10,2002-05-10,Human Resources
476933,Mayuri,Kobara,Senior Staff,2002-05-10,1999-01-01,Marketing
476933,Mayuri,Kobara,Staff,1997-05-10,2002-05-10,Marketing
476935,Emdad,Magliocco,Assistant Engineer,1994-03-28,1999-03-28,Development
476935,Emdad,Magliocco,Engineer,1999-03-28,1999-01-01,Development
476954,Djelloul,Talmon,Staff,1997-12-22,1999-01-01,Customer Service
476954,Djelloul,Talmon,Staff,1997-12-22,1999-01-01,Development
476983,Ziyad,Molberg,Engineer,1990-05-05,1996-05-04,Development
476983,Ziyad,Molberg,Senior Engineer,1996-05-04,1999-01-01,Development
476987,Margareta,Cheshire,Engineer,1994-04-03,2000-04-02,Production
476987,Margareta,Cheshire,Senior Engineer,2000-04-02,1999-01-01,Production
476997,Bowen,Gente,Senior Staff,1990-09-28,1999-01-01,Sales
476997,Bowen,Gente,Staff,1985-09-28,1990-09-28,Sales
476998,Xinan,Uhrig,Staff,1999-07-17,1999-01-01,Human Resources
477013,Kristina,Peng,Assistant Engineer,1985-05-30,1992-05-30,Development
477013,Kristina,Peng,Engineer,1992-05-30,1999-05-31,Development
477013,Kristina,Peng,Senior Engineer,1999-05-31,1999-01-01,Development
477013,Kristina,Peng,Assistant Engineer,1985-05-30,1992-05-30,Production
477013,Kristina,Peng,Engineer,1992-05-30,1999-05-31,Production
477013,Kristina,Peng,Senior Engineer,1999-05-31,1999-01-01,Production
477017,Achilleas,Matteis,Engineer,1998-08-11,1999-01-01,Development
477019,Tomokazu,Spinelli,Senior Engineer,1996-05-22,1999-01-01,Production
477030,Alois,Siksek,Technique Leader,1985-04-22,1999-01-01,Production
477037,Zhaofang,Montresor,Engineer,1991-05-24,1997-05-23,Quality Management
477037,Zhaofang,Montresor,Senior Engineer,1997-05-23,1999-01-01,Quality Management
477054,Arup,Emiris,Technique Leader,1986-06-18,1999-01-01,Development
477061,Shigeu,Luft,Engineer,1988-07-15,1994-07-15,Quality Management
477061,Shigeu,Luft,Senior Engineer,1994-07-15,1999-01-01,Quality Management
477061,Shigeu,Luft,Engineer,1988-07-15,1994-07-15,Production
477061,Shigeu,Luft,Senior Engineer,1994-07-15,1999-01-01,Production
477065,Ult,Brickell,Engineer,1989-10-14,1995-10-14,Development
477065,Ult,Brickell,Senior Engineer,1995-10-14,1999-01-01,Development
477081,Aria,Cannata,Senior Staff,1996-03-29,1999-01-01,Sales
477081,Aria,Cannata,Staff,1987-03-30,1996-03-29,Sales
477096,Aleksander,Puppe,Engineer,1996-10-23,2001-10-23,Development
477096,Aleksander,Puppe,Senior Engineer,2001-10-23,1999-01-01,Development
477115,Alassane,Velasco,Engineer,1991-05-17,2000-05-16,Production
477115,Alassane,Velasco,Senior Engineer,2000-05-16,1999-01-01,Production
477118,Hatim,Hutton,Senior Engineer,1999-10-01,1999-01-01,Development
477126,Shan,Chinin,Assistant Engineer,1991-12-29,1999-12-29,Production
477126,Shan,Chinin,Engineer,1999-12-29,1999-01-01,Production
477133,Chikara,Gubsky,Senior Staff,1987-02-18,1999-01-01,Customer Service
477135,Gilbert,Vrecion,Engineer,1986-10-12,1992-10-11,Customer Service
477135,Gilbert,Vrecion,Senior Engineer,1992-10-11,1999-01-01,Customer Service
477135,Gilbert,Vrecion,Engineer,1986-10-12,1992-10-11,Production
477135,Gilbert,Vrecion,Senior Engineer,1992-10-11,1999-01-01,Production
477140,Christfried,Murrill,Senior Staff,1997-12-03,1999-01-01,Sales
477140,Christfried,Murrill,Staff,1988-12-03,1997-12-03,Sales
477142,Mrinalini,Stenning,Senior Staff,1992-08-21,1999-01-01,Sales
477142,Mrinalini,Stenning,Staff,1986-08-22,1992-08-21,Sales
477144,Augustine,Pramanik,Senior Staff,1994-05-17,1999-01-01,Human Resources
477144,Augustine,Pramanik,Staff,1985-05-17,1994-05-17,Human Resources
477144,Augustine,Pramanik,Senior Staff,1994-05-17,1999-01-01,Finance
477144,Augustine,Pramanik,Staff,1985-05-17,1994-05-17,Finance
477145,Georgy,Gilg,Senior Engineer,1991-11-06,1999-01-01,Development
477158,Kazuhiro,Birrer,Senior Staff,2000-07-18,1999-01-01,Human Resources
477158,Kazuhiro,Birrer,Staff,1991-07-19,2000-07-18,Human Resources
477160,Florian,Streit,Engineer,1990-03-23,1996-03-22,Development
477160,Florian,Streit,Senior Engineer,1996-03-22,1999-01-01,Development
477194,Xianlong,Furedi,Senior Engineer,1989-05-02,1999-01-01,Development
477197,Stevo,Spataro,Staff,1996-12-17,1999-01-01,Sales
477199,Xinan,Paciorek,Engineer,1987-11-28,1994-11-28,Development
477199,Xinan,Paciorek,Senior Engineer,1994-11-28,1999-01-01,Development
477199,Xinan,Paciorek,Engineer,1987-11-28,1994-11-28,Production
477199,Xinan,Paciorek,Senior Engineer,1994-11-28,1999-01-01,Production
477232,Dipayan,Zielinski,Engineer,1991-04-17,1999-04-17,Production
477232,Dipayan,Zielinski,Senior Engineer,1999-04-17,1999-01-01,Production
477238,Bangqing,Rathonyi,Senior Staff,1988-12-11,1999-01-01,Customer Service
477246,Mara,Zeilberger,Senior Staff,1994-06-27,1999-01-01,Sales
477246,Mara,Zeilberger,Staff,1987-06-27,1994-06-27,Sales
477255,Serenella,Juneja,Senior Staff,1993-06-17,1999-01-01,Sales
477255,Serenella,Juneja,Staff,1985-06-17,1993-06-17,Sales
477271,Susanna,Gyimothy,Senior Staff,1992-03-07,1999-01-01,Customer Service
477274,Michaela,Crabtree,Technique Leader,1996-10-09,1999-01-01,Quality Management
477274,Michaela,Crabtree,Technique Leader,1996-10-09,1999-01-01,Production
477275,Sachio,Marletta,Senior Staff,1993-11-16,1999-01-01,Research
477275,Sachio,Marletta,Staff,1988-11-16,1993-11-16,Research
477281,Mart,Lorcy,Senior Staff,1998-01-04,1999-01-01,Customer Service
477281,Mart,Lorcy,Staff,1992-01-05,1998-01-04,Customer Service
477291,Hidekazu,Gilg,Senior Staff,1992-12-29,1999-01-01,Customer Service
477291,Hidekazu,Gilg,Staff,1985-12-29,1992-12-29,Customer Service
477298,Zengping,Denny,Senior Staff,1987-04-11,1999-01-01,Sales
477302,Chenxi,Budinsky,Senior Staff,1996-08-26,1999-01-01,Sales
477302,Chenxi,Budinsky,Senior Staff,1996-08-26,1999-01-01,Marketing
477303,Kousuke,Zambonelli,Engineer,1987-06-04,1993-06-03,Development
477303,Kousuke,Zambonelli,Senior Engineer,1993-06-03,1999-01-01,Development
477308,Alejandra,Brandsma,Senior Staff,1985-02-23,1999-01-01,Sales
477309,Steve,Simmel,Senior Staff,1987-12-07,1999-01-01,Human Resources
477312,Fay,Ramalingam,Senior Staff,1992-04-30,1999-01-01,Sales
477312,Fay,Ramalingam,Staff,1987-05-01,1992-04-30,Sales
477314,Premal,Hanratty,Senior Staff,1993-09-08,1999-01-01,Finance
477314,Premal,Hanratty,Staff,1986-09-08,1993-09-08,Finance
477337,Margareta,Osgood,Senior Staff,1992-04-09,1999-01-01,Marketing
477337,Margareta,Osgood,Staff,1985-04-09,1992-04-09,Marketing
477345,Aleksander,Linares,Senior Staff,1992-05-15,1999-01-01,Customer Service
477345,Aleksander,Linares,Staff,1986-05-16,1992-05-15,Customer Service
477348,Clyde,Fioravanti,Senior Staff,1994-01-02,1999-01-01,Sales
477358,Minghong,Siegrist,Senior Staff,1985-05-21,1999-01-01,Marketing
477366,Kyoichi,Azadmanesh,Engineer,1998-06-19,1999-01-01,Production
477370,Odinaldo,Badache,Engineer,1995-04-26,2000-04-25,Production
477370,Odinaldo,Badache,Senior Engineer,2000-04-25,1999-01-01,Production
477381,Yuping,Serdy,Engineer,1989-02-04,1995-02-04,Development
477381,Yuping,Serdy,Senior Engineer,1995-02-04,1999-01-01,Development
477389,Abdulah,Claffy,Senior Staff,1997-02-19,1999-01-01,Sales
477399,Aruna,Falby,Engineer,1985-05-04,1991-05-04,Production
477399,Aruna,Falby,Senior Engineer,1991-05-04,1999-01-01,Production
477428,Qunsheng,Hanratty,Engineer,1986-12-14,1994-12-14,Production
477428,Qunsheng,Hanratty,Senior Engineer,1994-12-14,1999-01-01,Production
477434,Stein,Matzke,Engineer,1987-11-04,1992-11-03,Production
477434,Stein,Matzke,Senior Engineer,1992-11-03,1999-01-01,Production
477443,Geraldo,Plessier,Engineer,1985-11-14,1992-11-14,Quality Management
477443,Geraldo,Plessier,Senior Engineer,1992-11-14,1999-01-01,Quality Management
477444,Babette,Erez,Engineer,1985-06-09,1991-06-09,Development
477444,Babette,Erez,Senior Engineer,1991-06-09,1999-01-01,Development
477461,Kamran,Thiran,Engineer,1993-03-03,1999-03-03,Production
477461,Kamran,Thiran,Senior Engineer,1999-03-03,1999-01-01,Production
477468,Remmert,Papadias,Engineer,1987-08-05,1994-08-05,Production
477468,Remmert,Papadias,Senior Engineer,1994-08-05,1999-01-01,Production
477473,Flemming,Mikschl,Engineer,1986-02-19,1992-02-19,Production
477473,Flemming,Mikschl,Senior Engineer,1992-02-19,1999-01-01,Production
477483,Fatemeh,Luga,Engineer,1986-12-08,1995-12-08,Quality Management
477483,Fatemeh,Luga,Senior Engineer,1995-12-08,1999-01-01,Quality Management
477485,Kwangjo,Schnelling,Engineer,1989-04-21,1994-04-21,Development
477485,Kwangjo,Schnelling,Senior Engineer,1994-04-21,1999-01-01,Development
477497,Ortrud,Pashtan,Senior Staff,2001-03-20,1999-01-01,Research
477497,Ortrud,Pashtan,Staff,1995-03-21,2001-03-20,Research
477498,Koldo,Majewski,Engineer,1995-02-24,1999-01-01,Development
477508,Gonzalo,Bernatsky,Senior Staff,1991-07-23,1999-01-01,Marketing
477508,Gonzalo,Bernatsky,Staff,1985-07-23,1991-07-23,Marketing
477510,Atreyi,Demizu,Senior Staff,1994-10-19,1999-01-01,Sales
477510,Atreyi,Demizu,Staff,1989-10-19,1994-10-19,Sales
477514,Angel,Reistad,Engineer,1986-10-15,1993-10-15,Quality Management
477514,Angel,Reistad,Senior Engineer,1993-10-15,1999-01-01,Quality Management
477523,Patricio,Kavvadias,Engineer,1985-04-24,1992-04-24,Research
477523,Patricio,Kavvadias,Senior Engineer,1992-04-24,1999-01-01,Research
477523,Patricio,Kavvadias,Engineer,1985-04-24,1992-04-24,Development
477523,Patricio,Kavvadias,Senior Engineer,1992-04-24,1999-01-01,Development
477534,Eckart,Assaf,Engineer,1995-02-17,1999-01-01,Production
477540,Chenyi,Hutter,Senior Staff,1993-02-11,1999-01-01,Finance
477540,Chenyi,Hutter,Staff,1988-02-12,1993-02-11,Finance
477543,Alexius,Pouyioutas,Engineer,1985-05-16,1993-05-16,Quality Management
477543,Alexius,Pouyioutas,Senior Engineer,1993-05-16,1999-01-01,Quality Management
477545,Shaunak,Preusig,Senior Staff,1996-04-05,1999-01-01,Sales
477545,Shaunak,Preusig,Staff,1987-04-07,1996-04-05,Sales
477566,Anwar,Gelosh,Staff,1993-10-28,1999-01-01,Sales
477567,Doohun,Bharadwaj,Engineer,1987-02-12,1996-02-12,Production
477567,Doohun,Bharadwaj,Senior Engineer,1996-02-12,1999-01-01,Production
477571,Gal,Osgood,Engineer,1987-11-29,1994-11-29,Production
477571,Gal,Osgood,Senior Engineer,1994-11-29,1999-01-01,Production
477574,Lech,Tyugu,Engineer,1987-10-02,1993-10-01,Development
477574,Lech,Tyugu,Senior Engineer,1993-10-01,1999-01-01,Development
477580,Nikolaos,Guerreiro,Senior Staff,1993-11-16,1999-01-01,Customer Service
477580,Nikolaos,Guerreiro,Staff,1986-11-16,1993-11-16,Customer Service
477580,Nikolaos,Guerreiro,Senior Staff,1993-11-16,1999-01-01,Sales
477580,Nikolaos,Guerreiro,Staff,1986-11-16,1993-11-16,Sales
477584,Honesty,Mateescu,Staff,1999-02-02,1999-01-01,Customer Service
477587,Chrisa,Schonegge,Engineer,1985-10-11,1990-10-11,Development
477587,Chrisa,Schonegge,Senior Engineer,1990-10-11,1999-01-01,Development
477594,Aris,Yoshizawa,Engineer,1990-10-16,1998-10-16,Production
477594,Aris,Yoshizawa,Senior Engineer,1998-10-16,1999-01-01,Production
477595,Arto,Linares,Senior Staff,2000-04-08,1999-01-01,Marketing
477595,Arto,Linares,Staff,1995-04-09,2000-04-08,Marketing
477637,Elgin,Pelz,Engineer,1986-03-18,1993-03-18,Development
477637,Elgin,Pelz,Senior Engineer,1993-03-18,1999-01-01,Development
477652,Atreye,Koshino,Technique Leader,1990-05-31,1999-01-01,Development
477655,Serap,Oxenboll,Senior Staff,1996-04-30,1999-01-01,Sales
477655,Serap,Oxenboll,Staff,1988-04-30,1996-04-30,Sales
477658,Giao,Bruckman,Senior Engineer,1988-03-30,1999-01-01,Development
477671,Mikhail,Segond,Senior Engineer,1986-01-07,1999-01-01,Production
477673,Mizuhito,Woycyznski,Senior Staff,1995-01-29,1999-01-01,Sales
477673,Mizuhito,Woycyznski,Staff,1986-01-29,1995-01-29,Sales
477678,Naftaly,Serre,Senior Staff,1996-07-22,1999-01-01,Finance
477678,Naftaly,Serre,Staff,1988-07-22,1996-07-22,Finance
477682,Adil,Miyakawa,Staff,1998-08-16,1999-01-01,Finance
477684,Taegyun,Rabehasaina,Engineer,1985-03-25,1992-03-25,Development
477684,Taegyun,Rabehasaina,Senior Engineer,1992-03-25,1999-01-01,Development
477700,Huican,Roccetti,Engineer,1987-01-19,1993-01-18,Production
477700,Huican,Roccetti,Senior Engineer,1993-01-18,1999-01-01,Production
477701,Ayonca,Shumilov,Engineer,1993-06-13,1999-06-13,Production
477701,Ayonca,Shumilov,Senior Engineer,1999-06-13,1999-01-01,Production
477727,Zvonko,Choobineh,Engineer,1994-05-11,2001-05-11,Quality Management
477727,Zvonko,Choobineh,Senior Engineer,2001-05-11,1999-01-01,Quality Management
477734,Vojin,Raney,Engineer,1985-09-26,1993-09-26,Production
477734,Vojin,Raney,Senior Engineer,1993-09-26,1999-01-01,Production
477738,Nevin,Lamma,Senior Staff,1991-06-25,1999-01-01,Sales
477738,Nevin,Lamma,Staff,1985-06-25,1991-06-25,Sales
477747,Maha,Taubman,Senior Staff,1997-12-27,1999-01-01,Human Resources
477747,Maha,Taubman,Staff,1988-12-27,1997-12-27,Human Resources
477756,Pragnesh,Iivonen,Senior Staff,1994-02-06,1999-01-01,Customer Service
477756,Pragnesh,Iivonen,Senior Staff,1994-02-06,1999-01-01,Development
477778,Abdulah,Fadgyas,Senior Staff,1997-10-25,1999-01-01,Sales
477778,Abdulah,Fadgyas,Staff,1989-10-25,1997-10-25,Sales
477783,Bikash,Gajiwala,Engineer,1998-10-27,1999-01-01,Development
477795,Bouchung,Brookman,Engineer,1986-06-17,1991-06-17,Production
477795,Bouchung,Brookman,Senior Engineer,1991-06-17,1999-01-01,Production
477811,Shai,Whitcomb,Senior Staff,1995-10-22,1999-01-01,Sales
477811,Shai,Whitcomb,Staff,1986-10-22,1995-10-22,Sales
477833,Arup,Luce,Engineer,1991-01-24,1999-01-24,Quality Management
477833,Arup,Luce,Senior Engineer,1999-01-24,1999-01-01,Quality Management
477842,Kwangho,Journel,Senior Engineer,1989-09-12,1999-01-01,Development
477852,Gad,Rosay,Engineer,1985-08-09,1994-08-09,Production
477852,Gad,Rosay,Senior Engineer,1994-08-09,1999-01-01,Production
477860,Selwyn,Servi,Engineer,1988-02-01,1997-01-31,Development
477860,Selwyn,Servi,Senior Engineer,1997-01-31,1999-01-01,Development
477874,Navin,Pero,Assistant Engineer,1987-03-12,1994-03-12,Development
477874,Navin,Pero,Engineer,1994-03-12,2001-03-12,Development
477874,Navin,Pero,Senior Engineer,2001-03-12,1999-01-01,Development
477880,Arvind,Furudate,Engineer,1986-01-03,1994-01-03,Development
477880,Arvind,Furudate,Senior Engineer,1994-01-03,1999-01-01,Development
477883,Taizo,Bennet,Technique Leader,1987-07-09,1999-01-01,Production
477906,Mahendra,Varley,Senior Staff,1999-05-29,1999-01-01,Sales
477906,Mahendra,Varley,Staff,1993-05-29,1999-05-29,Sales
477922,Moriyoshi,Wissmann,Technique Leader,1986-11-25,1999-01-01,Development
477923,Augustine,Conde,Senior Staff,1994-11-06,1999-01-01,Sales
477923,Augustine,Conde,Staff,1985-11-06,1994-11-06,Sales
477930,Isamu,Stiles,Engineer,1985-12-12,1994-12-12,Development
477930,Isamu,Stiles,Senior Engineer,1994-12-12,1999-01-01,Development
477964,Richara,Thiran,Engineer,1988-11-05,1997-11-05,Production
477964,Richara,Thiran,Senior Engineer,1997-11-05,1999-01-01,Production
477985,Beshir,Mattern,Assistant Engineer,1985-05-03,1992-05-03,Development
477985,Beshir,Mattern,Engineer,1992-05-03,1999-05-04,Development
477985,Beshir,Mattern,Senior Engineer,1999-05-04,1999-01-01,Development
477988,Troy,Vanwelkenhuysen,Senior Staff,1996-10-15,1999-01-01,Customer Service
477988,Troy,Vanwelkenhuysen,Staff,1987-10-16,1996-10-15,Customer Service
477990,Alejandra,Aingworth,Engineer,1986-09-06,1993-09-06,Production
477990,Alejandra,Aingworth,Senior Engineer,1993-09-06,1999-01-01,Production
477993,Sanjiv,Chorvat,Senior Staff,1996-03-02,1999-01-01,Customer Service
477993,Sanjiv,Chorvat,Staff,1988-03-02,1996-03-02,Customer Service
477993,Sanjiv,Chorvat,Senior Staff,1996-03-02,1999-01-01,Production
477993,Sanjiv,Chorvat,Staff,1988-03-02,1996-03-02,Production
478005,Werner,Bage,Senior Staff,2001-08-11,1999-01-01,Human Resources
478005,Werner,Bage,Staff,1996-08-11,2001-08-11,Human Resources
478012,Mostafa,Leivant,Senior Staff,1993-05-02,1999-01-01,Sales
478012,Mostafa,Leivant,Staff,1988-05-02,1993-05-02,Sales
478027,Mitchel,Pettis,Senior Staff,1996-08-01,1999-01-01,Human Resources
478033,Tonny,Luiz,Engineer,1988-06-12,1995-06-13,Development
478033,Tonny,Luiz,Senior Engineer,1995-06-13,1999-01-01,Development
478037,Adib,Halevi,Engineer,1986-03-05,1993-03-05,Development
478037,Adib,Halevi,Senior Engineer,1993-03-05,1999-01-01,Development
478045,Guoxiang,Hanratty,Senior Staff,1993-05-16,1999-01-01,Research
478045,Guoxiang,Hanratty,Staff,1987-05-17,1993-05-16,Research
478052,Kristinn,Matzel,Engineer,1999-07-31,1999-01-01,Development
478058,Collette,Akazan,Senior Staff,1993-05-14,1999-01-01,Human Resources
478058,Collette,Akazan,Staff,1986-05-14,1993-05-14,Human Resources
478058,Collette,Akazan,Senior Staff,1993-05-14,1999-01-01,Finance
478058,Collette,Akazan,Staff,1986-05-14,1993-05-14,Finance
478061,Jackson,Broomell,Senior Staff,1999-05-01,1999-01-01,Human Resources
478061,Jackson,Broomell,Staff,1991-05-01,1999-05-01,Human Resources
478075,Alexius,Stavenow,Senior Staff,1992-11-11,1999-01-01,Sales
478075,Alexius,Stavenow,Staff,1985-11-11,1992-11-11,Sales
478088,Ung,Vanwelkenhuysen,Senior Staff,1986-08-04,1999-01-01,Sales
478089,Pradeep,Gajiwala,Engineer,1994-10-30,1999-01-01,Development
478095,Gal,Perz,Senior Staff,1994-09-10,1999-01-01,Finance
478095,Gal,Perz,Staff,1988-09-10,1994-09-10,Finance
478114,Paloma,Dratva,Senior Staff,1999-09-06,1999-01-01,Marketing
478114,Paloma,Dratva,Staff,1990-09-06,1999-09-06,Marketing
478116,Debatosh,Piveteau,Senior Engineer,1988-01-01,1999-01-01,Development
478121,Yucel,Ramaiah,Senior Staff,1992-06-03,1999-01-01,Marketing
478121,Yucel,Ramaiah,Staff,1985-06-03,1992-06-03,Marketing
478125,Kazuhiro,Erez,Senior Staff,1998-12-18,1999-01-01,Human Resources
478125,Kazuhiro,Erez,Senior Staff,1998-12-18,1999-01-01,Marketing
478131,Navid,Pettit,Senior Staff,1992-04-20,1999-01-01,Finance
478131,Navid,Pettit,Staff,1985-04-20,1992-04-20,Finance
478134,Ayonca,Lunn,Senior Staff,1992-01-25,1999-01-01,Finance
478134,Ayonca,Lunn,Staff,1986-01-25,1992-01-25,Finance
478137,Teiji,Schrift,Senior Engineer,1985-11-04,1999-01-01,Quality Management
478142,Oscar,Haldar,Senior Staff,1985-05-25,1999-01-01,Human Resources
478146,Srinidhi,Nittel,Engineer,1990-02-23,1998-02-23,Production
478146,Srinidhi,Nittel,Senior Engineer,1998-02-23,1999-01-01,Production
478152,Eran,Solovay,Engineer,1988-03-26,1995-03-27,Production
478152,Eran,Solovay,Senior Engineer,1995-03-27,1999-01-01,Production
478165,Toong,Brizzi,Senior Engineer,1988-04-21,1999-01-01,Production
478183,Mechthild,Onuegbe,Senior Staff,1987-05-01,1999-01-01,Customer Service
478204,Arne,Narlikar,Technique Leader,1986-05-23,1999-01-01,Development
478234,Mayuri,Bach,Engineer,1987-01-24,1992-01-24,Development
478234,Mayuri,Bach,Senior Engineer,1992-01-24,1999-01-01,Development
478241,Zito,Baik,Senior Staff,1993-07-13,1999-01-01,Research
478241,Zito,Baik,Staff,1987-07-14,1993-07-13,Research
478243,Krisda,Osgood,Senior Staff,1996-06-24,1999-01-01,Finance
478243,Krisda,Osgood,Staff,1988-06-24,1996-06-24,Finance
478250,Ranan,Rissland,Senior Staff,1991-04-05,1999-01-01,Sales
478250,Ranan,Rissland,Staff,1986-04-05,1991-04-05,Sales
478261,Rajmohan,DasSarma,Assistant Engineer,1992-05-22,2000-05-22,Production
478261,Rajmohan,DasSarma,Engineer,2000-05-22,1999-01-01,Production
478264,Sreenivas,Stroustrup,Senior Staff,1992-09-15,1999-01-01,Marketing
478273,Dulce,Prochazka,Senior Staff,1995-08-28,1999-01-01,Sales
478273,Dulce,Prochazka,Staff,1988-08-27,1995-08-28,Sales
478279,Mack,Beeson,Engineer,1987-01-12,1992-01-12,Development
478279,Mack,Beeson,Senior Engineer,1992-01-12,1999-01-01,Development
478279,Mack,Beeson,Engineer,1987-01-12,1992-01-12,Production
478279,Mack,Beeson,Senior Engineer,1992-01-12,1999-01-01,Production
478284,Zeydy,Kropatsch,Engineer,1988-06-29,1995-06-30,Development
478284,Zeydy,Kropatsch,Senior Engineer,1995-06-30,1999-01-01,Development
478292,Boguslaw,Fasbender,Engineer,1985-12-13,1990-12-13,Development
478292,Boguslaw,Fasbender,Senior Engineer,1990-12-13,1999-01-01,Development
478296,Kousuke,Ambroszkiewicz,Engineer,1987-07-12,1996-07-11,Production
478296,Kousuke,Ambroszkiewicz,Senior Engineer,1996-07-11,1999-01-01,Production
478303,Candido,Zyda,Engineer,1990-11-25,1998-11-25,Development
478303,Candido,Zyda,Senior Engineer,1998-11-25,1999-01-01,Development
